name,ion,rest_wavelength_angstrom,oscillator_strength,damping_constant_s,atomic_mass_amu,q_coefficient_cminv,group,reference
??_1215,??,1215.67010,0.4164,626500000.0,1.0,,??,No ID NOTE:DON'T USE TABS AS SEPARATORS
HI_1215,H I,1215.67010,0.4164,626500000.0,1.00794,,HI,"Morton(03), 2cpts sep by 1.3 km/s, A&G:10.446"
HI_1025,H I,1025.72230,0.07914,189700000.0,1.00794,,HI,"Ly2 f, Gamma C-C Lee et al, in prep 2019"
HI_972,H I,972.53680,0.02901,81270000.0,1.00794,,HI,Ly3
HI_949,H I,949.74310,0.01395,42040000.0,1.00794,,HI,Ly4
HI_937,H I,937.80350,0.007803,24500000.0,1.00794,,HI,Ly5
HI_930,H I,930.74830,0.004817,15510000.0,1.00794,,HI,Ly6
HI_926,H I,926.22570,0.003185,10430000.0,1.00794,,HI,Ly7 Aki = 8.255E6 (< real Gamma)
HI_923,H I,923.15040,0.002217,7344000.0,1.00794,,HI,Ly8 (n=9)
HI_920,H I,920.96310,0.001606,5366000.0,1.00794,,HI,Ly9
HI_919,H I,919.35140,0.001201,4038000.0,1.00794,,HI,Ly10
HI_918,H I,918.12940,0.0009219,3115000.0,1.00794,,HI,Ly11 n=12
HI_917,H I,917.18060,0.0007231,2453000.0,1.00794,,HI,Ly12 13
HI_916,H I,916.42900,0.0005777,1966000.0,1.00794,,HI,Ly13 14
HI_915,H I,915.82400,0.0004689,1600000.0,1.00794,,HI,Ly14
HI_915,H I,915.32900,0.0003858,1319000.0,1.00794,,HI,Ly15 n16
HI_914,H I,914.91900,0.0003213,1100000.0,1.00794,,HI,Ly16 n17
HI_914,H I,914.57600,0.0002704,927500.0,1.00794,,HI,Ly17
HI_914,H I,914.28600,0.0002297,789000.0,1.00794,,HI,Ly18
HI_914,H I,914.03900,0.0001968,676700.0,1.00794,,HI,Ly19
HI_913,H I,913.82600,0.0001699,584800.0,1.00794,,HI,Ly20 (n=21)
HI_913,H I,913.64100,0.0001477,508800.0,1.00794,,HI,Ly21
HI_913,H I,913.48000,0.0001292,445400.0,1.00794,,HI,Ly22
HI_913,H I,913.33900,0.0001136,392100.0,1.00794,,HI,Ly23
HI_913,H I,913.21500,0.0001005,347000.0,1.00794,,HI,Ly24
HI_913,H I,913.10400,8.932e-05,308500.0,1.00794,,HI,Ly25
HI_913,H I,913.00600,7.974e-05,275600.0,1.00794,,HI,Ly26
HI_912,H I,912.91800,7.148e-05,247100.0,1.00794,,HI,Ly27
HI_912,H I,912.83900,6.432e-05,222500.0,1.00794,,HI,Ly28
HI_912,H I,912.76800,5.809e-05,201000.0,1.00794,,HI,Ly29
HI_912,H I,912.70300,5.264e-05,188200.0,1.00794,,HI,Ly30 (n=31) asymtotic f 1.576/n^3 from (so A~1/n3)
HI_912,H I,912.64500,4.8e-05,127700.0,1.00794,,HI,Ly31 (n=32) Aki this one 1934MNRAS..95..101Woolley
HI_911,H I,911.75360,6.3e-18,1.0,1.00794,,HI,Lyman limit
HI2_6564,H I2,6564.62300,0.6958,64650000.0,,,HI2,n=2 level
HI2_4862,H I2,4862.68800,0.1218,20620000.0,,,HI2,
HI2_4341,H I2,4341.69000,0.04437,9425000.0,,,HI2,
DI_1215,D I,1215.33940,0.4165,626700000.0,2.0,,DI,"Morton, C-C Lee f,Gamma"
DI_1025,D I,1025.44330,0.07912,189800000.0,2.0,,DI,""""
DI_972,D I,972.27220,0.029,81290000.0,2.0,,DI,""""
DI_949,D I,949.48470,0.01392,42050000.0,2.0,,DI,""""
DI_937,D I,937.54840,0.007802,24510000.0,2.0,,DI,""""
DI_930,D I,930.49510,0.004815,15510000.0,2.0,,DI,""""
DI_925,D I,925.97370,0.003184,10430000.0,2.0,,DI,""""
DI_922,D I,922.89900,0.002217,7346000.0,2.0,,DI,""""
DI_920,D I,920.71200,0.001606,5367000.0,2.0,,DI,""""
DI_919,D I,919.10200,0.001201,4040000.0,2.0,,DI,""""
DI_917,D I,917.87900,0.0009217,3116000.0,2.0,,DI,""""
DI_916,D I,916.93100,0.0007229,2454000.0,2.0,,DI,""""
DI_916,D I,916.17900,0.0005776,1967000.0,2.0,,DI,""""
DI_915,D I,915.57500,0.0004688,1600000.0,2.0,,DI,""""
DI_915,D I,915.08000,0.0003857,1319000.0,2.0,,DI,""""
HeI_584,HeI,584.33400,0.285,200000000.0,4.002602,,HeI,VBT A&G:9.435
HeI_537,HeI,537.02960,0.0752,200000000.0,4.002602,,HeI,
HeI_522,HeI,522.21280,0.0307,200000000.0,4.002602,,HeI,
HeI_515,HeI,515.61650,0.0154,200000000.0,4.002602,,HeI,
HeII_303,HeII,303.78220,0.416,627000000.0,4.002602,,HeII,VBT
HeII_256,HeII,256.31700,0.079,189700000.0,4.002602,,HeII,
LiI67_9,LiI 67,9.76660,0.249,36890000.0,7.0,,LiI67,M03G
LiI67_9,LiI 67,9.61560,0.498,36900000.0,7.0,,LiI67,M03g
BeII_3131,BeII,3131.32920,0.3321,113000000.0,9.012182,,BeII,"M03g (gamma in table, not Aki) A&G:-0.137"
BeII_3131,BeII,3131.97420,0.166,112900000.0,9.012182,,BeII,M03g M03=Morton2003
BeII_1036,BeII,1036.31900,0.02769,184600000.0,9.012182,,BeII,M03g
BeII_1036,BeII,1036.29900,0.05538,184600000.0,9.012182,,BeII,M03g
BII_1362,B II,1362.46300,0.996,1190000000.0,10.811,,BII,M03g A&G:1.326
BIII_2066,B III,2066.43600,0.238,100000000.0,,,BIII,Kurucz
BIII_2067,B III,2067.89300,0.119,100000000.0,,,BIII,Kurucz
CI_945,C I,945.18800,0.2726,100000000.0,12.011,130.0,CI,Berengut arXiv:1011.4136
CI_1103,C I,1103.62900,0.01445,0.0,12.011,,CI,From Alessandra Aloisi
CI_1112,C I,1112.26900,0.01606,0.0,12.011,,CI,From Alessandra Aloisi
CI_1114,C I,1114.62800,0.01129,0.0,12.011,,CI,From Alessandra Aloisi
CI_1139,C I,1139.08670,0.000542,929000.0,12.011,,CI,M03-22.01 A&G:7.004
CI*_1139,C I*,1139.29980,0.00121,6240000.0,,,CI*,M03
CI_1139,C I,1139.79190,0.0123,21000000.0,12.011,,CI,M03-22u
CI*_1139,C I*,1139.51450,0.00881,27200000.0,,,CI*,M03
CI*_1140,C I*,1140.00530,0.00184,9440000.0,,,CI*,M03
CI**_1139,C I**,1139.81210,0.00806,29600000.0,,,CI**,M03
CI**_1139,C I**,1139.86510,0.000252,1300000.0,,,CI**,M03
CI_1140,C I,1140.00960,0.00356,6090000.0,12.011,,CI,M03-21.01
CI*_1139,C I*,1139.76590,0.0015,4620000.0,,,CI*,M03
CI**_1140,C I**,1140.11670,0.00358,18400000.0,,,CI**,M03
CI*_1140,C I*,1140.35760,0.00207,6380000.0,,,CI*,M03-21u
CI**_1140,C I**,1140.64150,0.00172,6280000.0,,,CI**,M03
CI_1155,C I,1155.80920,0.00492,8190000.0,12.011,,CI,M03-19u
CI*_1155,C I*,1155.97930,0.0025,37400000.0,,,CI*,M03
CI*_1156,C I*,1156.02860,0.00227,11300000.0,,,CI*,M03
CI*_1156,C I*,1156.19920,0.000799,2390000.0,,,CI*,M03
CI**_1156,C I**,1156.38950,0.00181,15100000.0,,,CI**,M03
CI**_1156,C I**,1156.56030,0.00539,26900000.0,,,CI**,M03
CI_1157,C I,1157.90970,0.0212,35100000.0,12.011,,CI,M03-16u
CI*_1156,C I*,1156.76970,0.00878,26200000.0,,,CI*,M03
CI*_1158,C I*,1158.12990,0.00397,19700000.0,,,CI*,M03
CI**_1158,C I**,1158.01880,0.0157,55600000.0,,,CI**,M03
CI**_1158,C I**,1158.13170,0.00519,25800000.0,,,CI**,M03
CI_1158,C I,1158.32400,0.00655,10900000.0,12.011,,CI,M03-15.01 Aki
CI*_1158,C I*,1158.54430,0.000675,3350000.0,,,CI*,M03 Aki
CI*_1158,C I*,1158.67440,0.00147,21900000.0,,,CI*,M03 Aki
CI**_1158,C I**,1158.39710,0.00165,8190000.0,,,CI**,M03 Aki
CI**_1158,C I**,1158.90680,0.00101,8360000.0,,,CI**,M03 Aki
CI_1188,C I,1188.83290,0.0124,19500000.0,12.011,,CI,M03-14u Aki
CI*_1188,C I*,1188.99280,0.00507,71700000.0,,,CI*,M03g Aki
CI*_1189,C I*,1189.06500,0.00426,20100000.0,,,CI*,M03g Aki
CI*_1189,C I*,1189.24880,0.00385,10900000.0,,,CI*,M03g Aki
CI**_1189,C I**,1189.44680,0.00376,29600000.0,,,CI**,M03g Aki
CI**_1189,C I**,1189.63070,0.0112,52700000.0,,,CI**,M03g Aki
CI_1192,C I,1192.21580,0.00137,2150000.0,12.011,,CI,M03-12u Aki
CI*_1192,C I*,1192.44920,0.00162,7600000.0,,,CI*,M03
CI_1193,C I,1193.03000,0.0409,63900000.0,12.011,,CI,M03-11u Aki
CI*_1193,C I*,1193.00850,0.0281,79000000.0,,,CI*,M03g Aki
CI*_1193,C I*,1193.26370,0.00913,42900000.0,,,CI*,M03g Aki
CI**_1193,C I**,1193.24010,0.0332,111000000.0,,,CI**,M03g Aki
CI**_1193,C I**,1193.39280,0.00738,34600000.0,,,CI**,M03g Aki
CI**_1193,C I**,1193.64830,0.000288,2250000.0,,,CI**,M03g Aki
CI*_1194,C I*,1194.30100,0.00905,4100000.0,,,CI*,M03-10u Aki
CI**_1194,C I**,1194.48850,0.00203,6770000.0,,,CI**,M03-10u Aki
CI_1193,C I,1193.99540,0.0124,19400000.0,12.011,,CI,M03-9.02 Aki
CI*_1193,C I*,1193.67860,0.00905,25400000.0,,,CI*,M03g Aki
CI*_1194,C I*,1194.22950,0.00178,8330000.0,,,CI*,M03g Aki
CI*_1194,C I*,1194.40550,0.00314,44000000.0,,,CI*,M03g Aki
CI**_1194,C I**,1194.06340,0.00636,29800000.0,,,CI**,M03g Aki
CI**_1194,C I**,1194.61460,0.00227,17700000.0,,,CI**,M03g Aki
CI_1260,C I,1260.73510,0.0507,240000000.0,12.011,,CI,M03g-9u
CI*_1260,C I*,1260.92620,0.0175,241000000.0,,,CI*,M03g
CI*_1260,C I*,1260.99610,0.0134,240000000.0,,,CI*,M03g
CI*_1261,C I*,1261.12240,0.0202,236000000.0,,,CI*,M03g
CI**_1261,C I**,1261.42550,0.0131,240000000.0,,,CI**,M03g
CI**_1261,C I**,1261.55190,0.0391,236000000.0,,,CI**,M03g
CI_1270,C I,1270.14320,0.000386,531000.0,12.011,,CI,M03-8.01u Aki
CI*_1270,C I*,1270.40810,4.51e-05,186000.0,,,CI*,M03 Aki
CI**_1270,C I**,1270.84400,1.45e-08,99.7,,,CI**,M03 Aki
CI_1276,C I,1276.48220,0.00589,8030000.0,12.011,,CI,M03-7.01u
CI*_1276,C I*,1276.74980,0.00308,12600000.0,,,CI*,M03
CI**_1277,C I**,1277.19000,0.000322,2200000.0,,,CI**,M03
CI_1277,C I,1277.24520,0.0853,232000000.0,12.011,,CI,M03g-7u
CI*_1277,C I*,1277.28270,0.0666,246000000.0,,,CI*,M03g
CI*_1277,C I*,1277.51310,0.021,232000000.0,,,CI*,M03g
CI**_1277,C I**,1277.55010,0.0763,244000000.0,,,CI**,M03g
CI**_1277,C I**,1277.72330,0.0153,246000000.0,,,CI**,M03g
CI**_1277,C I**,1277.95390,0.000817,232000000.0,,,CI**,M03g
CI*_1279,C I*,1279.05620,0.000708,1730000.0,,,CI*,M03-6u Aki
CI**_1279,C I**,1279.22900,0.00214,6240000.0,,,CI**,M03 Aki
CI**_1279,C I**,1279.49800,0.000456,1860000.0,,,CI**,M03 Aki
CI_1280,C I,1280.13520,0.0263,106000000.0,12.011,,CI,M03g-5u
CI*_1279,C I*,1279.89070,0.0143,117000000.0,,,CI*,M03g
CI*_1280,C I*,1280.40430,0.0044,106000000.0,,,CI*,M03g
CI*_1280,C I*,1280.59750,0.00704,105000000.0,,,CI*,M03g
CI**_1280,C I**,1280.33310,0.0152,117000000.0,,,CI**,M03g
CI**_1280,C I**,1280.84710,0.00522,106000000.0,,,CI**,M03g
CI*_1287,C I*,1287.60760,6.03e-05,146000.0,,,CI*,M03 Aki
CI**_1288,C I**,1288.05530,2.01e-05,80900.0,,,CI**,M03 Aki
CI_1328,C I,1328.83330,0.0758,288000000.0,12.011,,CI,M03g-4u
CI*_1329,C I*,1329.08490,0.0254,289000000.0,,,CI*,M03g
CI*_1329,C I*,1329.10040,0.0313,287000000.0,,,CI*,M03g
CI*_1329,C I*,1329.12330,0.0191,288000000.0,,,CI*,M03g
CI**_1329,C I**,1329.57750,0.0569,287000000.0,,,CI**,M03g
CI**_1329,C I**,1329.60040,0.0189,288000000.0,,,CI**,M03g
CI_1560,C I,1560.30920,0.0774,127000000.0,12.011,,CI,M03g-3u
CI*_1560,C I*,1560.68200,0.0581,127000000.0,,,CI*,M03g
CI*_1560,C I*,1560.70890,0.0193,127000000.0,,,CI*,M03g
CI**_1561,C I**,1561.33990,0.0116,127000000.0,,,CI**,M03 g
CI**_1561,C I**,1561.36680,0.000772,127000000.0,,,CI**,M03 g
CI**_1561,C I**,1561.43780,0.0649,127000000.0,,,CI**,M03 g
CI_1656,C I,1656.92840,0.149,360000000.0,12.011,,CI,M03g-2u
CI*_1656,C I*,1656.26720,0.0621,361000000.0,,,CI*,M03g Elow=16.417 /cm
CI*_1657,C I*,1657.37920,0.0371,360000000.0,,,CI*,M03g
CI*_1657,C I*,1657.90710,0.0494,360000000.0,,,CI*,M03g
CI**_1657,C I**,1657.00810,0.111,361000000.0,,,CI**,M03 g Elow=43.414 /cm
CI**_1658,C I**,1658.12110,0.0371,361000000.0,,,CI**,M03 g
CII_1334,C II,1334.53260,0.1278,288000000.0,,,CII,M03 g w:Nave/Clear20.
CII_1036,C II,1036.33670,0.118,2200000000.0,,,CII,M03 g
CII*_1335,C II*,1335.70820,0.115,288000000.0,,,CII*,M03 g Elow=63.42 cm^{-1} w:Nave/Clear20
CII*_1335,C II*,1335.66260,0.01277,288000000.0,,,CII*,M03 g w:Nave/Clear20
CII*_1037,C II*,1037.01820,0.118,2200000000.0,,,CII*,M03 g
CIII_1908,C III,1908.73400,1.232e-07,75.2,,,CIII,AR: FROM B.James atompar.dat
CIII_977,C III,977.02010,0.757,1760000000.0,,,CIII,M03 g
CIV_1548,C IV,1548.20400,0.1899,264200000.0,,,CIV,M03 g w:Griesman/Kling ApJ 2000
CIV_1550,C IV,1550.77755,0.09475,262800000.0,,,CIV,M03 g w:Petitjean/Aracil A&A 2004 w-ratio
NI_1200,N I,1200.70980,0.0432,400000000.0,14.00674,,NI,M03g A&G:6.496 ionization 15.58eV
NI_1200,N I,1200.22330,0.0869,402000000.0,14.00674,,NI,M03g
NI_1199,N I,1199.54960,0.132,407000000.0,14.00674,,NI,M03g
NI_1134,N I,1134.98030,0.0416,144000000.0,14.00674,,NI,M03g
NI_1134,N I,1134.41490,0.0278,149000000.0,14.00674,,NI,M03g
NI_1134,N I,1134.16530,0.0146,151000000.0,14.00674,,NI,M03g
NI_965,N I,965.04130,0.00386,81600000.0,14.00674,,NI,M03g
NI_964,N I,964.62560,0.0079,83100000.0,14.00674,,NI,M03g
NI_963,N I,963.99030,0.0124,85500000.0,14.00674,,NI,M03g
NI_954,N I,954.10420,0.004,141000000.0,14.00674,,NI,M03g
NI_953,N I,953.96990,0.0331,203000000.0,14.00674,,NI,M03g
NI_953,N I,953.65490,0.0247,210000000.0,14.00674,,NI,M03g
NI_953,N I,953.41520,0.0129,219000000.0,14.00674,,NI,M03g
NII_1083,N II,1083.99370,0.111,374000000.0,,,NII,M03g
NII_915,N II,915.61310,0.159,1270000000.0,,,NII,M03g
NIII_989,N III,989.79900,0.123,500000000.0,,,NIII,M03g
NV_1238,N V,1238.82100,0.156,339100000.0,,,NV,M03g
NV_1242,N V,1242.80400,0.077,335600000.0,,,NV,M03g
OI_1355,O I,1355.59770,1.16e-06,5560.0,15.9994,,OI,M03g A&G:7.377
OI_1302,O I,1302.16850,0.048,565000000.0,15.9994,,OI,M03 g
OI_1039,O I,1039.23040,0.00907,187000000.0,15.9994,,OI,M03 g
OI_1026,O I,1026.47570,8.71e-08,45800000.0,15.9994,,OI,M03 g plus two even weaker
OI_1025,O I,1025.76160,0.0163,102000000.0,15.9994,,OI,M03 g plus two weaker
OI_988,O I,988.77340,0.0465,226000000.0,15.9994,,OI,M03
OI_988,O I,988.65490,0.0083,56600000.0,15.9994,,OI,M03
OI_988,O I,988.57780,0.000553,6290000.0,15.9994,,OI,M03
OI_976,O I,976.44810,0.00331,80100000.0,15.9994,,OI,M03 gM91
OI_971,O I,971.73820,0.0116,85800000.0,15.9994,,OI,M03
OI_971,O I,971.73760,0.00207,14600000.0,15.9994,,OI,M03
OI_971,O I,971.73710,0.000138,1630000.0,15.9994,,OI,M03
OI_950,O I,950.88460,0.00158,38760000.0,15.9994,,OI,M03 gM91
OI_948,O I,948.68550,0.00631,29000000.0,15.9994,,OI,M03 gM91
OI_937,O I,937.84050,0.000877,11020000.0,15.9994,,OI,M03 gM91
OI_936,O I,936.62950,0.00365,17040000.0,15.9994,,OI,M03 gM91
OI_930,O I,930.25660,0.000537,6900000.0,15.9994,,OI,M03
OI_929,O I,929.51680,0.00229,10000000.0,15.9994,,OI,M03
OI_925,O I,925.44600,0.000354,4600000.0,15.9994,,OI,M03
OI_924,O I,924.95000,0.00154,10000000.0,15.9994,,OI,M03
OI_922,O I,922.20000,0.000245,3210000.0,15.9994,,OI,M03
OI_921,O I,921.85700,0.00108,10000000.0,15.9994,,OI,M03
OI_919,O I,919.91700,0.000177,2330000.0,15.9994,,OI,M03
OI_919,O I,919.65800,0.000792,10000000.0,15.9994,,OI,M03
OI_919,O I,919.22200,0.000132,1740000.0,15.9994,,OI,M03
OI_918,O I,918.04400,0.000614,10000000.0,15.9994,,OI,M03
OI_916,O I,916.96000,0.000101,1330000.0,15.9994,,OI,M03
OI_916,O I,916.81500,0.000474,10000000.0,15.9994,,OI,"M03 ..and more, but with high Lyman series."
OI*_1304,O I*,1304.85760,0.0478,565000000.0,,,OI*,M03g LL: 158.265
OI*_1358,O I*,1358.51230,6.27e-07,5560.0,,,OI*,M03
OI**_1306,O I**,1306.02860,0.0478,565000000.0,,,OI**,M03g LL: 226.977
OII_834,O II,834.46550,0.132,200000000.0,,,OII,VBT
OII_833,O II,833.32940,0.0886,200000000.0,,,OII,VBT
OII_832,O II,832.75720,0.0444,200000000.0,,,OII,VBT
OIII_832,O III,832.92700,0.107,200000000.0,,,OIII,VBT
OIII_702,O III,702.33200,0.137,200000000.0,,,OIII,VBT
OIV_787,O IV,787.71100,0.11,200000000.0,,,OIV,VBT
OVI_1031,O VI,1031.92610,0.1325,414900000.0,,,OVI,M03g
OVI_1037,O VI,1037.61670,0.0658,407600000.0,,,OVI,M03g
OVII_21,O VII,21.60169,0.696,3320000000000.0,,,OVII,
OVII_18,O VII,18.62799,0.146,935000000000.0,,,OVII,
FI_954,F I,954.82670,0.0817,714000000.0,19.0,,FI,A&G:2.926
FI_951,F I,951.87070,0.0165,716000000.0,19.0,,FI,
NeVIII_780,NeVIII,780.32400,0.0505,100000000.0,20.18,,NeVIII,VBT A&G:6.537
NeVIII_770,NeVIII,770.40900,0.103,100000000.0,20.18,,NeVIII,VBT
NaI_5891,NaI,5891.58330,0.6408,61570000.0,22.989768,,NaI,M03g A&G:4.759
NaI_5897,NaI,5897.55810,0.3201,61390000.0,22.989768,,NaI,M03g
NaI_3303,NaI,3303.36900,0.0092,9641000.0,22.989768,,NaI,M03 M91g
NaI_3303,NaI,3303.97800,0.0046,9639000.0,22.989768,,NaI,M03 M91g
NaI_2853,NaI,2853.01200,0.000677,554000.0,22.989768,,NaI,M03
NaI_2852,NaI,2852.81100,0.00135,554000.0,22.989768,,NaI,M03
MgI_2852,MgI,2852.96328,1.83,500000000.0,24.305,86.0,MgI,M03g w:SalumbidesMN06 A&G:6.031
MgI_2026,MgI,2026.47680,0.113,61200000.0,24.305,,MgI,M03
MgI_1827,MgI,1827.93510,0.0242,16100000.0,24.305,,MgI,M03
MgI_1747,MgI,1747.79370,0.00908,6610000.0,24.305,,MgI,M03
MgI_1707,MgI,1707.06060,0.00437,3330000.0,24.305,,MgI,M03
MgI_1683,MgI,1683.41160,0.00249,1950000.0,24.305,,MgI,M03 Aki
MgI_1668,MgI,1668.42880,0.0016,1280000.0,24.305,,MgI,M03 Aki
MgII_2796,MgII,2796.35427,0.6155,268000000.0,24.305,211.0,MgII,w:Murphy M03g
MgII_2803,MgII,2803.53149,0.3058,266000000.0,24.305,120.0,MgII,w:Murphy M03g
MgII_1240,MgII,1240.39470,0.000356,1540000.0,24.305,,MgII,M03
MgII_1239,MgII,1239.92530,0.000632,1370000.0,24.305,,MgII,M03
MgII_1026,MgII,1026.11340,0.000392,2480000.0,24.305,,MgII,M03
MgII_1025,MgII,1025.96810,0.000743,2350000.0,24.305,,MgII,M03
MgX_624,MgX,624.95000,0.041,200000000.0,,,MgX,VBT
MgX_609,MgX,609.79000,0.0842,200000000.0,,,MgX,VBT
AlI_3945,AlI,3945.12240,0.116,148000000.0,26.981539,,AlI,M03g A&G:4.929
AlI_3083,AlI,3083.04620,0.177,74500000.0,26.981539,,AlI,M03g
AlI_2367,AlI,2367.77500,0.106,75800000.0,26.981539,,AlI,M03g
AlI_2264,AlI,2264.16470,0.0892,71400000.0,26.981539,,AlI,M03g
AlII_1670,AlII,1670.78860,1.74,1390000000.0,,,AlII,M03g w:Griesmann
AlIII_1862,AlIII,1862.79113,0.278,534000000.0,,,AlIII,M03g w:Griesmann
AlIII_1854,AlIII,1854.71829,0.559,542000000.0,,,AlIII,M03g w:Griesmann
SiI_2515,SiI,2515.07250,0.211,222000000.0,28.0855,,SiI,M03g A&G:6.000
SiI_1845,SiI,1845.52050,0.27,176000000.0,28.0855,,SiI,M03
SiI_1693,SiI,1693.29390,0.156,121000000.0,28.0855,,SiI,M03
SiI_1631,SiI,1631.17000,0.2051,171400000.0,28.0855,,SiI,M91 (M03:no f-value)
SiI_1562,SiI,1562.00200,0.3758,342500000.0,28.0855,,SiI,M91 (M03:no f-value)
SiI_1255,SiI,1255.27200,0.289,0.0,28.0855,,SiI,AR: From B. James atompar.dat
SiII_2335,SiII,2335.12390,4.25e-06,9610.0,,,SiII,M03g w:Nave/Clear20.
SiII_1808,SiII,1808.01278,0.00208,2380000.0,,,SiII,M03g w:Nave/Clear20.
SiII_1526,SiII,1526.70698,0.133,1130000000.0,,,SiII,"M03g """
SiII_1304,SiII,1304.37070,0.0863,1010000000.0,,,SiII,"M03g """
SiII_1260,SiII,1260.42174,1.18,2950000000.0,,,SiII,"M03g """
SiII_1193,SiII,1193.28941,0.582,4070000000.0,,,SiII,"M03g """
SiII_1190,SiII,1190.41555,0.292,4080000000.0,,,SiII,"M03g """
SiII_1020,SiII,1020.69850,0.0168,668000000.0,,,SiII,"M03/M91g """
SiII_989,SiII,989.87283,0.171,667300000.0,,,SiII,"M03/M91g """
SiII*_1817,SiII*,1817.45112,0.000129,2380000.0,,,SiII*,M03g LL: 287.24 w:Nave/Clear20
SiII*_1816,SiII*,1816.92840,0.00166,2240000.0,,,SiII*,M03g
SiII*_1533,SiII*,1533.43160,0.132,1130000000.0,,,SiII*,M03g
SiII*_1309,SiII*,1309.27570,0.086,1010000000.0,,,SiII*,M03g
SiII*_1265,SiII*,1265.00200,0.117,2950000000.0,,,SiII*,M03g
SiII*_1264,SiII*,1264.73770,1.05,2930000000.0,,,SiII*,M03g
SiII*_1197,SiII*,1197.39380,0.145,4070000000.0,,,SiII*,M03g
SiII*_1194,SiII*,1194.50020,0.727,4080000000.0,,,SiII*,M03g
SiII*_1023,SiII*,1023.70020,0.0168,213000000.0,,,SiII*,M03g
SiII*_992,SiII*,992.69560,0.017,115000000.0,,,SiII*,M03g
SiII*_992,SiII*,992.68280,0.153,691000000.0,,,SiII*,M03g
SiIII_1206,SiIII,1206.50000,1.61,2480000000.0,,,SiIII,f:Cashman+ ApJS230 8 2017 was f=1.63 M03g
SiIII_1892,SiIII,1892.03000,2.689e-05,16700.0,,,SiIII,f:Cashman+ ApJS230 8 2017 was f=1.63 M03g
SiIV_1393,SiIV,1393.76018,0.513,880000000.0,,,SiIV,M03g w:Griesmann
SiIV_1402,SiIV,1402.77291,0.254,862000000.0,,,SiIV,M03g w:Griesmann
PI_1774,P I,1774.94870,0.169,238000000.0,30.973762,,PI,M03g A&G:4.017
PI_1782,P I,1782.82910,0.113,238000000.0,30.973762,,PI,M03g
PII_1532,P II,1532.53300,0.00303,4770000.0,,,PII,M03g
PII_1301,P II,1301.87430,0.0196,48200000.0,,,PII,f:Brown+ ApJ868 42 2018 replaces 1.27e-2 M03g
PII_1152,P II,1152.81800,0.245,1230000000.0,,,PII,M03g
PII_963,P II,963.80050,1.458,4140000000.0,,,PII,M03g
PII_961,P II,961.04120,0.3489,5090000000.0,,,PII,M03g
PIII_1334,P III,1334.81320,0.0282,63200000.0,,,PIII,M03g
PIII_997,P III,997.99960,0.1117,2220000000.0,,,PIII,M03g
PIII_917,P III,917.11780,0.404,4780000000.0,,,PIII,M03g
PIII_913,P III,913.96830,0.203,4790000000.0,,,PIII,M03g
PIV_950,P IV,950.65690,1.49,3670000000.0,,,PIV,M03g
PV_1128,P V,1128.00780,0.233,1220000000.0,,,PV,M03g
PV_1117,P V,1117.97740,0.472,1260000000.0,,,PV,M03g
SI_1807,S I,1807.31130,0.0905,533000000.0,32.066,,SI,M03g A&G:5.712
SI_1473,S I,1473.99430,0.0828,182000000.0,32.066,,SI,M03
SI_1295,S I,1295.65310,0.087,346000000.0,32.066,,SI,M03
SII_1259,S II,1259.51900,0.0166,46500000.0,,,SII,M03g Ritz wavelength 3/3/2011
SII_1253,S II,1253.81100,0.0109,46200000.0,,,SII,M03g Ritz NIST Atomic spectra database
SII_1250,S II,1250.58400,0.00543,46300000.0,,,SII,M03g Ritz
SIII_1190,S III,1190.20300,0.0237,66500000.0,,,SIII,M03g
SIII_1012,S III,1012.49500,0.0438,281000000.0,,,SIII,M03g
SIV_1062,S IV,1062.66400,0.0494,169000000.0,,,SIV,M03g
SIV*_1072,S IV*,1072.97300,0.0422,163000000.0,,,SIV*,M03g Elow=951.43 cm^{-1}
SIV*_1073,S IV*,1073.51800,0.00389,169000000.0,,,SIV*,M03g
SVI_944,S VI,944.52300,0.215,1610000000.0,,,SVI,M03g
SVI_933,S VI,933.37800,0.437,1670000000.0,,,SVI,M03g
ClI_1347,ClI,1347.23960,0.153,662000000.0,35.4527,,ClI,M03g A&G:3.719
ClII_1071,ClII,1071.03600,0.0144,662000000.0,35.4527,,ClII,!NIST Database
ArI_1066,ArI,1066.65980,0.0675,132000000.0,39.948,,ArI,M03g A&G:5.004
ArI_1048,ArI,1048.21990,0.263,31800000.0,39.948,,ArI,M03g
CaI_4227,CaI,4227.91800,1.77,220000000.0,40.078,,CaI,M03g A&G:4.786
CaI_2276,CaI,2276.16900,0.0661,28400000.0,40.078,,CaI,M03g
CaII_3934,CaII,3934.77500,0.6267,144400000.0,,,CaII,M03g
CaII_3969,CaII,3969.59010,0.3116,140900000.0,,,CaII,M03g
ScII_3643,ScII,3643.82200,0.375,161000000.0,44.96,,ScII,M03g IP=12.80
ScII_3581,ScII,3581.94700,0.237,213000000.0,44.96,,ScII,M03g
ScII_3568,ScII,3568.71500,0.111,213000000.0,44.96,,ScII,M03g
ScII_2563,ScII,2563.95800,0.0887,270000000.0,44.96,,ScII,M03g
ScIII_1610,ScIII,1610.19400,0.0866,446000000.0,,,ScIII,M03g
ScIII_1603,ScIII,1603.06400,0.0175,45600000.0,,,ScIII,M03g
TiII_3384,TiII,3384.73040,0.358,175000000.0,47.88,,TiII,M03g
TiII_3242,TiII,3242.91840,0.232,244000000.0,47.88,,TiII,M03g
